,NAME,metropolitan statistical area/micropolitan statistical area,Total population,White alone,Highschool,GED,"Some college, fewer than 1 years","Some college, 1 ore more years",associates,college grad,Professional degree,Masters,post grad,Place of work total,Work in state,Work in county,Work Out state,Work out county,Income in the past 12 months below poverty,Under 10k,"10 to 14,999","15 to 19,999",20 to 24,25 to 30,"30 to 34,999",35 to 39,40 to 44,44 to 49,50 to 59,60 to 74,75 to 99,100 to 124,125 to 149,150 to 199,200 +,Median HH income,M HH income white,Median HH income black,Median HH income hispanic
814,"Spearfish, SD Micro Area",24645,43940,22987,5040,641,1020,2910,1374,3438,130,1147,261,12544,11884,10006,660,1878,3115,666,631,729,659,597,697,573,653,436,824,1003,1377,728,409,289,257,45548,46120,,60337
815,"Spencer, IA Micro Area",16537,43980,15857,3795,463,984,1752,1544,1741,94,373,24,8448,8390,6958,58,1432,1848,392,381,482,411,363,439,312,565,195,654,677,1086,611,309,155,114,50389,51044,,26445
816,"Spirit Lake, IA Micro Area",16967,44020,16583,3355,383,1046,1993,1738,2405,283,700,83,8783,8300,6902,483,1398,1100,332,347,471,457,350,366,399,239,414,741,959,1013,672,327,358,359,57265,57324,,117841
817,"Spokane-Spokane Valley, WA Metro Area",537348,44060,478862,77855,18144,28999,68458,42378,62560,6745,25371,3707,228778,221950,212045,6828,9905,84616,16998,11883,11892,12655,12191,12484,10912,10163,8696,18283,23166,26673,15241,8128,7434,5747,49042,50434,30725,40812
818,"Springfield, IL Metro Area",211627,44100,176860,35028,6427,12372,20481,11622,29914,3405,12671,1449,101411,101033,91926,378,9107,31701,6207,4239,4657,4502,4024,4207,3817,4216,3434,7024,9348,11513,7985,4696,4578,3582,56399,60993,26550,41495
819,"Springfield, MA Metro Area",628800,44140,510821,102503,16758,23764,50609,38366,69584,7974,38545,7294,290528,264847,218792,25681,46055,99625,18297,16182,14067,12191,11297,11459,10190,9751,8752,17405,22121,29331,20569,12365,12281,9273,52759,57701,36659,23505
820,"Springfield, MO Metro Area",448471,44180,415714,76226,14095,23726,49951,20957,50057,4215,19454,3491,202937,200500,149801,2437,50699,76237,13611,11228,11054,12282,12427,11386,10700,10220,7727,15873,18637,19863,10661,4959,3906,3976,43123,43888,29618,36909
821,"Springfield, OH Metro Area",136827,44220,118001,29210,4712,8516,13448,8105,10691,678,4760,686,57766,57453,37879,313,19574,24419,4923,3193,3544,3956,3385,3065,3215,2877,2588,4587,5225,6661,3368,1707,1686,829,43625,45869,27147,31310
822,"Starkville, MS Micro Area",49048,44260,28608,3719,1005,994,3091,1785,5319,622,2997,1589,19206,18946,15510,260,3436,14780,3320,1433,1230,1180,993,826,1218,618,471,958,1124,1641,833,465,738,435,32485,41204,21856,32083
823,"State College, PA Metro Area",157823,44300,139477,25796,3129,4415,7064,6978,19843,1633,11249,5146,73829,73193,66332,636,6861,27217,5681,2433,2606,3212,3088,2738,2888,2354,2438,4402,5835,6821,4759,2711,2773,2444,52186,54551,33065,34652
824,"Statesboro, GA Micro Area",72386,44340,47717,9123,1582,2312,6419,2683,6481,688,2831,1113,30597,30329,23448,268,6881,21794,3966,2332,1586,1755,1592,1462,1385,1112,958,1792,2297,2680,1375,695,658,483,36032,41190,25995,28125
825,"Staunton-Waynesboro, VA Metro Area",119396,44420,106132,26697,5627,5416,10230,5425,12770,1059,5085,875,54601,54341,26123,260,28218,14542,2948,2958,2685,2386,3072,2642,2628,2251,2377,4405,5362,6360,3256,1711,1396,1131,49620,51093,29946,41641
826,"Steamboat Springs, CO Micro Area",23606,44460,22400,2902,583,780,2319,1310,5807,597,1920,226,13648,13528,13129,120,399,2369,410,336,542,457,368,422,413,521,354,625,977,1470,930,540,410,656,64963,66137,,55217
827,"Stephenville, TX Micro Area",40039,44500,36382,4950,1196,1475,4134,1374,4201,248,1422,166,18949,18796,15765,153,3031,9340,2183,997,661,950,725,980,448,954,792,1060,1434,1477,769,461,372,309,41416,41383,2499,34521
828,"Sterling, CO Micro Area",21928,44540,20028,3489,1101,1230,2598,1996,1431,122,554,208,10263,9632,8896,631,736,3529,726,571,427,514,402,590,471,462,290,712,704,981,461,259,155,241,42319,42475,2499,40699
829,"Sterling, IL Micro Area",57525,44580,53161,11782,2134,4513,5952,3939,4258,387,2013,74,26018,23042,17799,2976,5243,6740,1323,1172,1476,1458,1284,1775,1431,1250,1022,2157,2705,2978,1646,803,657,411,47401,47739,34554,43133
830,"Stevens Point, WI Micro Area",70432,44620,66232,13429,1581,2732,6202,4223,8734,580,3023,655,35509,35178,28427,331,6751,10095,1948,1668,1274,1467,1370,1538,1488,1431,1187,2489,3436,3469,2475,1106,771,651,51613,52562,,24375
831,"Stillwater, OK Micro Area",79423,44660,64128,9559,2079,1969,7433,2092,8953,675,4317,1750,35780,35439,31027,341,4412,18483,4150,2552,2246,1795,1770,1681,1628,1426,1418,2086,2573,2743,1499,813,891,893,37667,39904,27481,29145
832,"Stockton-Lodi, CA Metro Area",708554,44700,403891,98388,16826,32023,72104,40492,54524,5302,17034,3161,271491,270616,196952,875,73664,129390,13557,12790,12316,12959,10742,10932,10066,9953,9419,17500,22424,26232,19640,10919,11947,7677,53274,56313,37428,44550
833,"Storm Lake, IA Micro Area",20507,44740,16611,3598,418,878,1753,1117,1594,160,557,141,10380,10325,9291,55,1034,2452,373,443,382,447,382,498,506,523,418,776,783,969,556,202,185,192,48195,49912,19104,46411
834,"Sturgis, MI Micro Area",61022,44780,56231,13595,2199,3318,6362,3148,3668,302,1782,217,25860,21416,17888,4444,3528,10319,1767,1301,1371,1422,1450,1589,1384,1512,1337,2373,2474,2708,1265,528,440,349,44449,45116,24271,31086
835,"Sulphur Springs, TX Micro Area",35645,44860,30282,7293,1551,1779,3626,1431,2491,208,1070,67,14982,14828,10900,154,3928,6972,1120,800,923,769,913,906,566,713,616,1058,1570,1324,964,412,206,413,44396,46415,30600,36287
836,"Summerville, GA Micro Area",25241,44900,21786,5033,1857,839,1969,1034,989,101,426,14,8833,8462,5221,371,3241,5488,1161,1005,675,833,686,615,564,580,439,786,768,569,299,150,133,101,32913,33927,22219,38750
837,"Summit Park, UT Micro Area",38521,44920,36557,3728,195,1247,3813,1798,7731,1130,3408,576,20588,19984,14795,604,5189,3001,529,270,253,404,211,473,370,329,374,1188,1206,1893,1472,1184,1435,2336,91773,92425,47426,39911
838,"Sumter, SC Metro Area",107777,44940,52701,17562,2665,3941,12565,6528,8199,683,3896,545,43244,42607,35082,637,7525,18943,3802,2638,2494,2667,2907,2536,2453,2623,1750,3543,4017,4498,2142,1189,732,580,41332,50229,30599,42980
839,"Sunbury, PA Micro Area",94006,44980,89531,30230,4075,3436,5476,5206,6414,591,2676,305,40331,39992,20891,339,19101,12279,2886,2862,2533,2573,2620,2937,2091,2183,1794,3280,4318,4552,2338,1033,834,541,42406,42540,25121,31435
840,"Susanville, CA Micro Area",32645,45000,24445,4716,2155,2947,3919,2410,1925,309,615,80,8796,8661,8113,135,548,3563,798,607,371,474,578,445,415,503,489,796,1285,1155,709,454,462,166,51555,51130,48500,46667
841,"Sweetwater, TX Micro Area",15061,45020,13242,2658,735,783,1473,845,866,67,226,26,6279,6266,5460,13,806,3108,580,398,404,472,529,266,413,239,214,412,469,560,357,123,75,88,37102,39139,16758,29349
842,"Syracuse, NY Metro Area",661914,45060,560980,108445,21687,27162,52549,51880,74845,8738,43455,6390,300323,298775,249665,1548,49110,99282,19726,13234,13188,12890,13288,12776,11805,12156,11172,20316,27300,33043,21525,12764,11774,9272,53534,56779,28597,34255
843,"Tahlequah, OK Micro Area",48097,45140,25319,7479,1783,2182,5160,1594,4438,345,2085,390,19098,18628,14087,470,4541,10426,1907,1226,1352,1075,952,1017,797,843,698,1403,1417,1622,1026,413,350,226,38694,40489,21065,21039
844,"Talladega-Sylacauga, AL Micro Area",92464,45180,60088,19051,4352,4084,9827,5091,4988,482,2336,246,33456,32887,19427,569,13460,20023,4148,3256,3171,2691,2349,2456,1722,1910,1507,2917,2782,3305,1693,965,674,328,34691,41163,24360,33929
845,"Tallahassee, FL Metro Area",374690,45220,229029,42329,11967,14488,31017,19771,48550,6001,23718,6251,172031,169826,143740,2205,26086,78156,16602,7720,8237,7890,7704,8620,6917,7820,6351,10656,13608,15761,9884,6174,5250,4706,45344,54765,30965,37134
846,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2888458,45300,2278794,518491,92473,138427,298921,201064,364842,36792,140856,21550,1264344,1252809,1026679,11535,226130,442846,88002,65495,69877,72093,67059,66532,60543,59380,51791,94406,111779,126788,79391,45033,43742,43590,47085,49244,33757,39774
847,"Taos, NM Micro Area",32943,45340,23264,5472,710,1002,5011,2127,4115,381,2016,465,13976,13878,13039,98,839,7909,1585,1302,1230,781,765,756,468,982,614,1014,1033,1064,438,561,447,184,36582,40359,,31585
848,"Taylorville, IL Micro Area",34200,45380,32960,8790,1813,2132,3027,1991,2308,130,863,120,14940,14828,8829,112,5999,4714,1058,838,829,996,847,807,790,807,535,1464,1284,1793,939,457,338,231,45334,45615,15536,65586
849,"Terre Haute, IN Metro Area",171925,45460,156010,35050,7661,7949,16360,10432,13833,1048,5869,1070,72638,70443,53646,2195,16797,29582,6204,4459,4387,4607,4040,3836,3382,3325,3125,5494,6604,7364,3691,2071,1159,1089,42089,42739,24632,36964
850,"Texarkana, TX-AR Metro Area",149527,45500,105069,30022,7710,8024,18832,6223,11074,1139,3910,401,57892,42162,38899,15730,3263,27689,5295,4250,4227,3895,3371,3068,2947,2979,2473,4489,5130,6209,3354,1415,1338,1194,41206,46489,26236,31552
851,"The Dalles, OR Micro Area",25492,45520,22071,3755,1257,1738,2967,1925,2057,210,903,118,10727,10392,8912,335,1480,4015,679,536,533,565,843,585,663,609,520,749,917,1237,613,254,232,169,43422,43695,,41149
852,"The Villages, FL Metro Area",108501,45540,95851,24016,5380,9457,12792,7488,15679,1223,8743,1308,21514,20895,14014,619,6881,10802,3022,2049,2470,2489,2599,2738,3311,2692,2493,4590,5450,6209,3764,1731,1145,1287,50350,51247,23750,31006
853,"Thomaston, GA Micro Area",26528,45580,18651,4712,1676,1310,2715,1231,1241,125,695,116,9493,9419,6236,74,3183,6137,1218,799,814,810,833,499,617,348,630,705,1147,917,354,246,105,117,35774,39387,27769,25136
854,"Thomasville, GA Micro Area",44824,45620,26837,8125,1779,1989,4499,2353,3190,594,1608,408,16829,15569,13374,1260,2195,10335,2449,1269,1248,1130,1253,947,884,1012,697,1765,1505,1262,759,566,293,346,36641,45275,24514,32552
855,"Tiffin, OH Micro Area",55929,45660,52691,15232,1819,2836,4718,3684,3497,168,1486,124,24772,24631,14353,141,10278,8923,1499,1248,1442,1349,1247,1369,1404,1130,816,2227,2378,2661,1450,531,457,330,45444,46817,16411,33892
856,"Tifton, GA Micro Area",40787,45700,26206,7250,1327,1599,3175,2704,2217,467,1222,388,15784,15609,13154,175,2455,11372,2137,1041,1076,725,688,1069,704,704,518,936,1149,1470,725,377,415,393,37653,47480,23706,27198
857,"Toccoa, GA Micro Area",25620,45740,21531,5352,1220,893,2250,1246,1443,317,908,107,10090,9689,6797,401,2892,4707,965,683,507,691,623,805,290,547,356,797,897,913,461,270,265,128,40315,42979,23784,
858,"Toledo, OH Metro Area",607631,45780,477157,110988,15852,29865,61234,38393,60147,6713,28028,4809,273289,262640,201525,10649,61115,112084,25094,14929,15181,14796,13339,14118,12458,11283,10130,19167,23533,28104,17291,9654,8080,6782,45350,50655,22096,36992
859,"Topeka, KS Metro Area",234167,45820,200089,43632,8889,13930,24138,11150,27427,2554,10611,1553,109015,107640,86097,1375,21543,31437,5893,4867,5044,4986,5660,5053,4985,4419,4419,8532,10295,12712,7470,4001,3041,1987,51360,53283,27792,40024
860,"Torrington, CT Micro Area",186304,45860,174220,35106,4614,8215,18143,12193,26350,2962,14783,1362,96068,91457,53177,4611,38280,12893,3317,2157,3192,2916,2247,2941,2529,2985,3136,5329,8178,10519,8266,5568,6356,4882,72061,72584,64050,60701
861,"Traverse City, MI Micro Area",146346,45900,138529,26641,3829,8808,16914,10396,18503,2298,9418,1169,66668,66033,50936,635,15097,16684,3083,2869,3195,3501,3547,3053,2879,3287,3186,5359,7663,6834,4412,2390,1560,1908,51125,51553,,48611
862,"Trenton, NJ Metro Area",370212,45940,232960,56655,6683,12680,27522,14634,51208,6422,31591,8807,173740,156385,117316,17355,39069,40354,8075,4748,5411,4924,4379,5090,5154,4410,3485,8882,12230,15729,12327,9160,11462,15080,72804,82536,42170,46585
863,"Troy, AL Micro Area",33155,45980,19188,5618,986,924,2405,1060,2785,147,1312,318,14121,14027,12071,94,1956,8158,2082,911,1041,943,753,864,565,687,740,801,891,1050,637,251,397,173,32825,44427,21852,30375
864,"Truckee-Grass Valley, CA Micro Area",98570,46020,91048,13241,1694,6121,15562,7894,16003,2038,5976,875,40392,39269,29668,1123,9601,12367,1788,2203,1935,1954,2231,2536,1651,2046,2049,3118,3942,5473,3570,2247,2461,1789,56521,56538,,45869
865,"Tucson, AZ Metro Area",998537,46060,777699,123586,26720,47520,122985,56565,116367,13260,57420,12384,418091,413843,404514,4248,9329,187250,32635,24688,23409,25002,22702,22908,19370,19946,17318,30931,38392,43973,26782,15415,13921,12266,46162,48801,36278,36745
866,"Tullahoma-Manchester, TN Micro Area",100937,46100,91597,20720,5676,5123,8758,4522,8055,664,3459,719,40772,40086,26334,686,13752,17155,3262,2931,2740,2487,2379,2645,2359,2230,2019,3425,4157,4317,2186,1028,862,899,42447,43586,31612,29583
867,"Tulsa, OK Metro Area",962676,46140,694422,162163,27309,47760,103629,54091,114670,10214,36220,5076,442408,438651,330694,3757,107957,141226,27613,20362,20889,21181,20926,20233,19984,19031,16022,31822,39752,43788,27818,15528,14395,13321,50023,53369,28142,40754
868,"Tupelo, MS Micro Area",139004,46180,104397,21451,5614,6438,15674,8365,11052,1052,4194,448,59612,58292,41519,1320,16773,24437,4629,4166,3970,3022,3192,3192,2827,2839,2167,4182,5192,6071,3158,1302,767,1012,41190,46182,28262,38440
869,"Tuscaloosa, AL Metro Area",235570,46220,149852,40156,6998,7090,23489,9444,23176,1990,9668,2404,97976,96512,83183,1464,13329,45086,8925,6107,4777,5612,4756,3894,3944,4351,3278,6879,7007,9868,5747,2962,2498,2094,43697,53534,28981,37653
870,"Twin Falls, ID Micro Area",102657,46300,95119,15140,3262,5164,11716,6820,7450,754,2268,341,44928,44115,36652,813,7463,16094,2460,1955,2253,2649,2776,2414,2172,2142,2064,3279,4146,3919,2113,1007,535,757,43523,44865,39886,34513
871,"Tyler, TX Metro Area",217552,46340,166830,29777,6109,10194,24618,12701,23910,1914,7804,1250,93972,93039,80787,933,12252,37048,5755,4590,4706,5305,5073,4403,3907,4204,3556,6103,7734,9010,5720,3108,2692,2912,46929,51908,30632,37376
872,"Ukiah, CA Micro Area",87544,46380,72512,14294,1935,5769,11976,4718,9648,1136,3098,617,35690,35536,33177,154,2359,17527,2676,3079,2256,2343,1900,2445,1374,1603,1191,2889,3581,3445,2063,1484,899,789,42980,44531,19323,35090
873,"Union City, TN-KY Micro Area",37551,46460,31490,8268,2214,1629,3777,1022,2585,203,1272,152,14650,12713,9918,1937,2795,7950,1677,1441,1026,1054,998,899,768,872,767,1167,1484,1476,650,449,275,230,38012,41320,19198,23606
874,"Urbana, OH Micro Area",39393,46500,37204,10567,1466,2089,3164,2009,2863,111,1064,110,17673,17597,8024,76,9573,4756,632,843,890,1052,965,721,782,810,758,1346,2019,2162,1079,530,431,217,50974,51301,35905,30333
875,"Urban Honolulu, HI Metro Area",984178,46520,213878,161252,14847,37814,105643,68843,143924,16266,48371,9425,485287,482699,481687,2588,1012,92404,15354,9322,8637,10135,10144,10475,11612,12057,11376,22677,34119,44411,36893,23557,26490,22343,74460,75175,62866,61601
876,"Utica-Rome, NY Metro Area",297592,46540,262323,57177,11619,13453,26404,24769,28030,2616,14892,1624,129798,128914,103173,884,25741,46905,8867,7443,7240,6969,6855,6550,6151,5708,4802,10122,12519,14212,8426,4475,3737,2898,47695,49868,25142,21370
877,"Uvalde, TX Micro Area",26952,46620,24897,3295,537,1227,2380,1682,1870,106,498,52,10463,10425,9075,38,1350,5248,893,670,622,492,550,560,568,289,247,673,910,1008,507,198,90,158,38568,38432,,32373
878,"Valdosta, GA Metro Area",143291,46660,85593,21247,4143,5264,14335,7078,10837,1089,4671,877,57997,56503,46404,1494,10099,37017,6545,4375,3693,3806,3545,2768,2906,2589,2201,3655,4563,4513,2509,1488,1011,866,36220,44444,23441,27179
879,"Vallejo-Fairfield, CA Metro Area",425753,46700,229116,58995,8852,23455,59083,27742,50060,4601,13776,2557,184871,184020,109059,851,74961,55534,7100,6366,5602,5768,5452,5884,5580,6221,5175,11056,14579,20844,15354,9902,10594,8135,66828,71497,50790,55834
880,"Valley, AL Micro Area",34079,46740,19652,7299,1841,1518,3533,1845,1800,183,705,71,13539,9434,5403,4105,4031,7273,1465,1319,1226,1055,816,1102,719,764,583,930,1299,1335,579,263,142,190,34177,42336,25442,
881,"Van Wert, OH Micro Area",28576,46780,27598,8734,771,1377,2217,1726,1842,146,1027,43,12851,11458,7859,1393,3599,3600,658,551,612,660,824,788,500,702,547,1181,1447,1409,860,235,191,190,48060,48502,43370,44167
882,"Vermillion, SD Micro Area",14011,46820,12619,1819,141,264,917,431,1647,212,808,506,7051,6644,5353,407,1291,3255,612,612,359,298,388,293,336,312,161,308,375,511,295,180,219,76,36608,38561,,16493
883,"Vernal, UT Micro Area",35721,46860,31368,6090,982,1994,3703,1667,2408,93,635,111,15192,14969,13591,223,1378,3261,653,355,378,447,315,403,597,401,384,909,1434,2010,1471,387,403,434,66815,69619,,42136
884,"Vernon, TX Micro Area",13158,46900,10898,1993,598,698,1429,688,1132,34,252,10,5901,5693,5293,208,400,2275,455,527,308,315,326,340,260,170,222,427,724,589,302,88,111,48,41630,47349,20221,48859
885,"Vicksburg, MS Micro Area",57350,46980,25075,9144,2020,1569,7098,3121,4867,463,2814,436,21701,21312,18484,389,2828,14453,2910,1812,1631,1334,1465,985,1028,1129,731,1653,1975,2167,1106,623,600,458,38044,56800,25207,
886,"Victoria, TX Metro Area",97509,47020,82430,16612,3594,5522,9964,5503,7834,554,2683,232,43725,43589,36386,136,7203,15889,2205,1790,2006,1983,2120,1787,1764,1850,1528,3126,3246,4327,3279,1788,1363,1229,51700,53965,36050,41690
887,"Vidalia, GA Micro Area",36178,47080,24425,7912,1430,1215,3102,1336,2316,258,895,126,13894,13748,9219,146,4529,8750,1956,1169,1274,894,1040,679,664,636,629,863,1301,1349,566,378,177,246,34140,40731,23526,29375
888,"Vincennes, IN Micro Area",38062,47180,35950,8186,1214,1580,3170,3942,2422,117,1193,60,17582,16885,13737,697,3148,5630,1193,1026,1079,913,987,963,825,742,541,1341,1744,1580,932,351,300,262,42725,43270,36477,33646
889,"Vineland-Bridgeton, NJ Metro Area",157035,47220,99014,34398,7213,6418,11932,6477,11072,756,3235,375,61363,59515,45043,1848,14472,25760,3981,2729,3164,2608,2469,2840,2550,2464,2387,4222,4637,6737,4102,2416,1888,1174,49984,54392,41547,38793
890,"Vineyard Haven, MA Micro Area",17048,47240,15788,2737,214,315,2374,1124,3203,347,1353,240,8246,8004,7799,242,205,1970,414,254,265,132,257,510,178,262,188,387,527,761,729,462,279,402,64222,67545,40625,
891,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1706878,47260,1025278,239874,47623,84078,204259,103846,206331,18009,93522,12537,833736,817643,439071,16093,378572,202677,37265,26044,26586,29052,28493,31228,29415,30292,27497,55130,69447,87309,59175,36011,33549,24806,58852,67439,42018,50735
892,"Visalia-Porterville, CA Metro Area",454033,47300,367167,57601,8243,15593,42609,18356,24805,2843,7467,953,164760,164085,140091,675,23994,125775,10235,9715,10189,9419,8326,8512,7541,6366,6187,10560,12287,13274,8255,4885,4584,3235,42031,42513,22458,34677
893,"Wabash, IN Micro Area",32358,47340,31057,8272,1093,1445,2914,1570,2428,209,1366,148,14564,14521,10787,43,3734,4373,860,581,900,973,695,704,826,798,803,1276,1456,1623,725,298,180,203,45649,45263,,50870
894,"Waco, TX Metro Area",258915,47380,199572,36391,8636,11708,24989,14736,22218,1704,7651,2149,111803,111377,102393,426,8984,53298,9850,5934,6405,6032,5407,6252,4344,3966,4064,7063,8561,10151,5713,3321,2728,2396,42231,47639,24588,33481
895,"Wahpeton, ND-MN Micro Area",22843,47420,21649,3890,473,1176,2316,2778,2373,132,523,44,11879,9155,7428,2724,1727,2260,576,500,456,410,504,417,499,477,493,802,1084,1385,825,417,345,207,54020,54639,,44688
896,"Walla Walla, WA Metro Area",63715,47460,55167,7024,2540,3392,7468,5375,6809,700,3138,537,27208,26079,23979,1129,2100,10225,2096,1391,1347,1170,1402,1242,1097,1374,1112,1800,2690,2830,1509,887,903,532,47238,47284,,47051
897,"Wapakoneta, OH Micro Area",45873,47540,44677,12559,1023,2319,3970,3364,3602,215,1496,92,22382,22266,12677,116,9589,4010,835,700,1046,870,1137,1139,1034,926,767,1429,2149,2806,1529,975,529,322,54274,54571,,29879
898,"Warner Robins, GA Metro Area",186246,47580,110966,30365,6757,8824,21831,11370,16322,1378,8285,765,80006,79465,56567,541,22898,32511,5734,3715,3637,3340,3384,3390,3805,3420,2787,5812,7849,8111,5932,2718,2756,1269,50909,57761,37831,46928
899,"Warren, PA Micro Area",40962,47620,40083,12674,1392,2113,2763,2659,3482,251,1483,175,18175,16641,14613,1534,2028,4891,920,1070,1262,1178,1180,1288,878,935,916,1442,1738,2116,1002,535,439,214,44020,44145,,40833
